source,cytokine,tf,assay,species,function,interaction,year
15459204,IL17A,NFATC2,Functional assay,H,A,IL17A_NFATC2,2004
12560487,IL2,NFATC2,Binding assay,H,,IL2_NFATC2,2003
8098881,IL2,NFATC2,Binding assay,H,,IL2_NFATC2,1993
8631809,IL2,NFATC2,Binding assay,H,,IL2_NFATC2,1996
1712901,IL2,NFATC2,Binding assay,H,,IL2_NFATC2,1991
7565732,IL2,NFATC2,Binding assay,H,,IL2_NFATC2,1995
9047239,IL2,NFATC2,Binding assay,H,,IL2_NFATC2,1997
12560487,IL2,NFATC2,Functional assay,H,A,IL2_NFATC2,2003
11956291,IL2,NFATC2,Functional assay,H,A,IL2_NFATC2,2002
1712901,IL2,NFATC2,Functional assay,H,A,IL2_NFATC2,1991
9047239,IL3,NFATC2,Binding assay,H,,IL3_NFATC2,1997
11687571,IL4,NFATC2,Binding assay,H,,IL4_NFATC2,2001
11781715,IL4,NFATC2,Binding assay,H,,IL4_NFATC2,2001
9133600,IL4,NFATC2,Binding assay,H,,IL4_NFATC2,1997
21799768,IL4,NFATC2,Binding assay,H,,IL4_NFATC2,2011
8524816,IL4,NFATC2,Binding assay,H,,IL4_NFATC2,1995
10772943,IL4,NFATC2,Binding assay,H,,IL4_NFATC2,2000
9845517,IL4,NFATC2,Binding assay,H,,IL4_NFATC2,1998
22226971,IL4,NFATC2,ChIP,H,,IL4_NFATC2,2012
17645498,IL4,NFATC2,ChIP,H,,IL4_NFATC2,2007
11956291,IL4,NFATC2,Functional assay,H,A,IL4_NFATC2,2002
19915002,IL4,NFATC2,Functional assay,H,A,IL4_NFATC2,2010
21799768,IL4,NFATC2,Functional assay,H,R,IL4_NFATC2,2011
15048722,IL4,NFATC2,Functional assay,H,A,IL4_NFATC2,2004
12452838,IL5,NFATC2,Binding assay,H,,IL5_NFATC2,2002
12452838,IL5,NFATC2,ChIP,H,,IL5_NFATC2,2002
12452838,IL5,NFATC2,Functional assay,H,A,IL5_NFATC2,2002
22427656,IL9,NFATC2,Binding assay,H,,IL9_NFATC2,2012
12560487,TNF,NFATC2,Binding assay,H,,TNF_NFATC2,2003
10913190,TNF,NFATC2,Binding assay,H,,TNF_NFATC2,2000
10688670,TNF,NFATC2,ChIP,H,,TNF_NFATC2,2000
12560487,TNF,NFATC2,Functional assay,H,A,TNF_NFATC2,2003
10688670,TNF,NFATC2,Functional assay,H,A,TNF_NFATC2,2000
10760264,TNF,NFATC2,Functional assay,H,A,TNF_NFATC2,2000
10913190,TNF,NFATC2,Functional assay,H,A,TNF_NFATC2,2000
21603612,TNFSF10,NFATC2,Binding assay,H,,TNFSF10_NFATC2,2011
21603612,TNFSF10,NFATC2,Functional assay,H,A,TNFSF10_NFATC2,2011
16497967,TNFSF13B,NFATC2,Binding assay,H,,TNFSF13B_NFATC2,2006
16497967,TNFSF13B,NFATC2,Functional assay,H,A,TNFSF13B_NFATC2,2006
12215452,TNFSF14,NFATC2,Binding assay,H,,TNFSF14_NFATC2,2002
7739550,IL2,NFATC3,Binding assay,H,,IL2_NFATC3,1995
7739550,IL2,NFATC3,Functional assay,H,A,IL2_NFATC3,1995
21603612,TNFSF10,NFATC3,Binding assay,H,,TNFSF10_NFATC3,2011
21603612,TNFSF10,NFATC3,Functional assay,H,A,TNFSF10_NFATC3,2011
21603612,TNFSF10,NFATC4,Functional assay,H,A,TNFSF10_NFATC4,2011
21925595,CXCL8,NFE2L2,Functional assay,H,A,CXCL8_NFE2L2,2011
16206198,CCL2,NFIA,Functional assay,H,A,CCL2_NFIA,2006
16206198,CCL2,NFIB,Functional assay,H,A,CCL2_NFIB,2006
16206198,CCL2,NFIC,Functional assay,H,A,CCL2_NFIC,2006
8547328,IL1B,NFIL3,Binding assay,H,,IL1B_NFIL3,1995
8547328,IL1B,NFIL3,Functional assay,H,R,IL1B_NFIL3,1995
23630076,TNFSF10,NFIL3,ChIP,H,,TNFSF10_NFIL3,2013
23630076,TNFSF10,NFIL3,Functional assay,H,R,TNFSF10_NFIL3,2013
16206198,CCL2,NFIX,Functional assay,H,A,CCL2_NFIX,2006
14660485,CCL11,NFKB1,Binding assay,H,,CCL11_NFKB1,2004
10586089,CCL11,NFKB1,Binding assay,H,,CCL11_NFKB1,1999
11076795,CCL11,NFKB1,Binding assay,H,,CCL11_NFKB1,2000
15972682,CCL11,NFKB1,Binding assay,H,,CCL11_NFKB1,2005
15972682,CCL11,NFKB1,Functional assay,H,A,CCL11_NFKB1,2005
16364464,CCL15,NFKB1,Binding assay,H,,CCL15_NFKB1,2005
17182562,CCL19,NFKB1,Binding assay,H,,CCL19_NFKB1,2007
12820969,CCL19,NFKB1,ChIP,H,,CCL19_NFKB1,2003
17182562,CCL19,NFKB1,Functional assay,H,A,CCL19_NFKB1,2007
12218154,CCL2,NFKB1,Binding assay,H,,CCL2_NFKB1,2002
10644332,CCL2,NFKB1,Binding assay,H,,CCL2_NFKB1,2000
10744656,CCL2,NFKB1,Binding assay,H,,CCL2_NFKB1,2000
10469356,CCL2,NFKB1,Binding assay,H,,CCL2_NFKB1,1999
10614622,CCL2,NFKB1,Binding assay,H,,CCL2_NFKB1,2000
9388261,CCL2,NFKB1,Binding assay,H,,CCL2_NFKB1,1997
16325549,CCL2,NFKB1,Binding assay,H,,CCL2_NFKB1,2005
10987310,CCL2,NFKB1,Binding assay,H,,CCL2_NFKB1,2000
11716760,CCL2,NFKB1,Binding assay,H,,CCL2_NFKB1,2001
20038977,CCL2,NFKB1,ChIP,H,,CCL2_NFKB1,2009
16325549,CCL2,NFKB1,Functional assay,H,A,CCL2_NFKB1,2005
19303953,CCL20,NFKB1,Binding assay,H,,CCL20_NFKB1,2009
11749970,CCL20,NFKB1,Binding assay,H,,CCL20_NFKB1,2001
18089854,CCL20,NFKB1,Binding assay,H,,CCL20_NFKB1,2008
22240809,CCL20,NFKB1,ChIP,H,,CCL20_NFKB1,2012
25918170,CCL20,NFKB1,ChIP,H,,CCL20_NFKB1,2015
19324905,CCL20,NFKB1,Binding assay,H,,CCL20_NFKB1,2009
12820969,CCL22,NFKB1,ChIP,H,,CCL22_NFKB1,2003
11716760,CCL3,NFKB1,Binding assay,H,,CCL3_NFKB1,2001
17707233,CCL3,NFKB1,ChIP,H,,CCL3_NFKB1,2007
11413310,CCL5,NFKB1,Binding assay,H,,CCL5_NFKB1,2001
9120310,CCL5,NFKB1,Binding assay,H,,CCL5_NFKB1,1997
17510282,CCL5,NFKB1,Binding assay,H,,CCL5_NFKB1,2007
11259372,CCL5,NFKB1,Binding assay,H,,CCL5_NFKB1,2001
15144466,CCL5,NFKB1,Binding assay,H,,CCL5_NFKB1,2004
11700023,CCL5,NFKB1,Binding assay,H,,CCL5_NFKB1,2001
12388374,CCL5,NFKB1,Binding assay,H,,CCL5_NFKB1,2002
21189258,CCL5,NFKB1,ChIP,H,,CCL5_NFKB1,2011
12820969,CCL5,NFKB1,ChIP,H,,CCL5_NFKB1,2003
12050170,CCL5,NFKB1,Functional assay,H,A,CCL5_NFKB1,2002
9120310,CCL5,NFKB1,Functional assay,H,A,CCL5_NFKB1,1997
15144466,CCL5,NFKB1,Functional assay,H,A,CCL5_NFKB1,2004
9670982,CCL5,NFKB1,Binding assay,H,,CCL5_NFKB1,1998
15117956,CCL5,NFKB1,Binding assay,H,,CCL5_NFKB1,2004
9670982,CCL5,NFKB1,Functional assay,H,A,CCL5_NFKB1,1998
15117956,CCL5,NFKB1,Functional assay,H,A,CCL5_NFKB1,2004
11418664,CSF2,NFKB1,Binding assay,H,,CSF2_NFKB1,2001
9190901,CSF2,NFKB1,Binding assay,H,,CSF2_NFKB1,1997
9190901,CSF2,NFKB1,Functional assay,H,A,CSF2_NFKB1,1997
7513199,CSF3,NFKB1,Binding assay,H,,CSF3_NFKB1,1994
7479086,CXCL1,NFKB1,Binding assay,H,,CXCL1_NFKB1,1995
7479086,CXCL1,NFKB1,Functional assay,H,A,CXCL1_NFKB1,1995
24701034,CXCL10,NFKB1,Binding assay,H,,CXCL10_NFKB1,2014
20164184,CXCL10,NFKB1,Binding assay,H,,CXCL10_NFKB1,2010
19342664,CXCL10,NFKB1,Binding assay,H,,CXCL10_NFKB1,2009
16253303,CXCL10,NFKB1,Binding assay,H,,CXCL10_NFKB1,2006
24701034,CXCL10,NFKB1,ChIP,H,,CXCL10_NFKB1,2014
20164184,CXCL10,NFKB1,ChIP,H,,CXCL10_NFKB1,2010
20164184,CXCL10,NFKB1,Functional assay,H,A,CXCL10_NFKB1,2010
17202361,CXCL11,NFKB1,ChIP,H,,CXCL11_NFKB1,2007
15722553,CXCL2,NFKB1,Binding assay,H,,CXCL2_NFKB1,2005
15722553,CXCL3,NFKB1,Binding assay,H,,CXCL3_NFKB1,2005
11559712,CXCL5,NFKB1,Binding assay,H,,CXCL5_NFKB1,2001
11559712,CXCL5,NFKB1,Functional assay,H,A,CXCL5_NFKB1,2001
10477716,CXCL8,NFKB1,Binding assay,H,,CXCL8_NFKB1,1999
8413215,CXCL8,NFKB1,Binding assay,H,,CXCL8_NFKB1,1993
16553947,CXCL8,NFKB1,Binding assay,H,,CXCL8_NFKB1,2006
17586662,CXCL8,NFKB1,Binding assay,H,,CXCL8_NFKB1,2007
12748173,CXCL8,NFKB1,Binding assay,H,,CXCL8_NFKB1,2003
11096450,CXCL8,NFKB1,Binding assay,H,,CXCL8_NFKB1,2000
9388261,CXCL8,NFKB1,Binding assay,H,,CXCL8_NFKB1,1997
10975857,CXCL8,NFKB1,Binding assay,H,,CXCL8_NFKB1,2000
16418726,CXCL8,NFKB1,Binding assay,H,,CXCL8_NFKB1,2006
15057743,CXCL8,NFKB1,Binding assay,H,,CXCL8_NFKB1,2004
10969814,CXCL8,NFKB1,Binding assay,H,,CXCL8_NFKB1,2000
16325549,CXCL8,NFKB1,Binding assay,H,,CXCL8_NFKB1,2005
11864912,CXCL8,NFKB1,Binding assay,H,,CXCL8_NFKB1,2002
11973337,CXCL8,NFKB1,Binding assay,H,,CXCL8_NFKB1,2002
10202011,CXCL8,NFKB1,Binding assay,H,,CXCL8_NFKB1,1999
1401924,CXCL8,NFKB1,Binding assay,H,,CXCL8_NFKB1,1992
10928981,CXCL8,NFKB1,Binding assay,H,,CXCL8_NFKB1,2000
7876168,CXCL8,NFKB1,Binding assay,H,,CXCL8_NFKB1,1995
18034886,CXCL8,NFKB1,Binding assay,H,,CXCL8_NFKB1,2007
11716760,CXCL8,NFKB1,Binding assay,H,,CXCL8_NFKB1,2001
10745031,CXCL8,NFKB1,Binding assay,H,,CXCL8_NFKB1,2000
19837667,CXCL8,NFKB1,ChIP,H,,CXCL8_NFKB1,2009
20038977,CXCL8,NFKB1,ChIP,H,,CXCL8_NFKB1,2009
16818736,CXCL8,NFKB1,ChIP,H,,CXCL8_NFKB1,2006
15879558,CXCL8,NFKB1,ChIP,H,,CXCL8_NFKB1,2005
8413215,CXCL8,NFKB1,Functional assay,H,A,CXCL8_NFKB1,1993
12748173,CXCL8,NFKB1,Functional assay,H,A,CXCL8_NFKB1,2003
15057743,CXCL8,NFKB1,Functional assay,H,A,CXCL8_NFKB1,2004
16325549,CXCL8,NFKB1,Functional assay,H,A,CXCL8_NFKB1,2005
11973337,CXCL8,NFKB1,Functional assay,H,A,CXCL8_NFKB1,2002
10202011,CXCL8,NFKB1,Functional assay,H,A,CXCL8_NFKB1,1999
19157479,CXCL9,NFKB1,Binding assay,H,,CXCL9_NFKB1,2009
19157479,CXCL9,NFKB1,ChIP,H,,CXCL9_NFKB1,2009
19157479,CXCL9,NFKB1,Functional assay,H,A,CXCL9_NFKB1,2009
20048166,IFNB1,NFKB1,Binding assay,H,,IFNB1_NFKB1,2010
12077266,IFNB1,NFKB1,Binding assay,H,,IFNB1_NFKB1,2002
10074115,IFNB1,NFKB1,Binding assay,H,,IFNB1_NFKB1,1999
8035474,IFNB1,NFKB1,Binding assay,H,,IFNB1_NFKB1,1994
10848607,IFNB1,NFKB1,Binding assay,H,,IFNB1_NFKB1,2000
20855868,IFNB1,NFKB1,Binding assay,H,,IFNB1_NFKB1,2010
15699120,IFNB1,NFKB1,Binding assay,H,,IFNB1_NFKB1,2005
10848607,IFNB1,NFKB1,ChIP,H,,IFNB1_NFKB1,2000
17785777,IFNB1,NFKB1,Functional assay,H,A,IFNB1_NFKB1,2007
10074115,IFNB1,NFKB1,Functional assay,H,A,IFNB1_NFKB1,1999
8035474,IFNB1,NFKB1,Functional assay,H,A,IFNB1_NFKB1,1994
19732956,IFNG,NFKB1,Binding assay,H,,IFNG_NFKB1,2009
10227974,IFNG,NFKB1,Binding assay,H,,IFNG_NFKB1,1999
9374532,IFNG,NFKB1,Binding assay,H,,IFNG_NFKB1,1997
12759422,IFNG,NFKB1,Binding assay,H,,IFNG_NFKB1,2003
17785777,IFNL1,NFKB1,Binding assay,H,,IFNL1_NFKB1,2007
19570999,IFNL1,NFKB1,Binding assay,H,,IFNL1_NFKB1,2009
17785777,IFNL1,NFKB1,Functional assay,H,A,IFNL1_NFKB1,2007
17785777,IFNL3,NFKB1,Binding assay,H,,IFNL3_NFKB1,2007
9310124,IL10,NFKB1,Binding assay,H,,IL10_NFKB1,1997
19164128,IL12A,NFKB1,ChIP,H,,IL12A_NFKB1,2009
14688340,IL12B,NFKB1,Binding assay,H,,IL12B_NFKB1,2004
14976188,IL12B,NFKB1,Binding assay,H,,IL12B_NFKB1,2004
15270850,IL12B,NFKB1,Binding assay,H,,IL12B_NFKB1,2004
10657616,IL12B,NFKB1,Binding assay,H,,IL12B_NFKB1,2000
9808189,IL12B,NFKB1,Binding assay,H,,IL12B_NFKB1,1998
14688340,IL12B,NFKB1,Functional assay,H,A,IL12B_NFKB1,2004
17161467,IL17A,NFKB1,Binding assay,H,,IL17A_NFKB1,2007
21628458,IL17C,NFKB1,Binding assay,H,,IL17C_NFKB1,2011
21628458,IL17C,NFKB1,Functional assay,H,A,IL17C_NFKB1,2011
17399992,IL18,NFKB1,Binding assay,H,,IL18_NFKB1,2007
9878621,IL1B,NFKB1,Binding assay,H,,IL1B_NFKB1,1998
8021507,IL1B,NFKB1,Binding assay,H,,IL1B_NFKB1,1994
8413223,IL1B,NFKB1,Binding assay,H,,IL1B_NFKB1,1993
10080875,IL1B,NFKB1,Binding assay,H,,IL1B_NFKB1,1999
17707233,IL1B,NFKB1,ChIP,H,,IL1B_NFKB1,2007
20696864,IL1B,NFKB1,ChIP,H,,IL1B_NFKB1,2010
15972680,IL1B,NFKB1,ChIP,H,,IL1B_NFKB1,2005
9878621,IL1B,NFKB1,Functional assay,H,A,IL1B_NFKB1,1998
8679226,IL1B,NFKB1,Functional assay,H,A,IL1B_NFKB1,1996
8413223,IL1B,NFKB1,Functional assay,H,A,IL1B_NFKB1,1993
10080875,IL1B,NFKB1,Functional assay,H,A,IL1B_NFKB1,1999
20032313,IL1RN,NFKB1,ChIP,H,,IL1RN_NFKB1,2010
8814256,IL2,NFKB1,Binding assay,H,,IL2_NFKB1,1996
7744006,IL2,NFKB1,Binding assay,H,,IL2_NFKB1,1995
7623820,IL2,NFKB1,Functional assay,H,A,IL2_NFKB1,1995
17255956,IL20,NFKB1,Binding assay,H,,IL20_NFKB1,2007
17255956,IL20,NFKB1,Functional assay,H,A,IL20_NFKB1,2007
17707233,IL23A,NFKB1,ChIP,H,,IL23A_NFKB1,2007
17985330,IL27,NFKB1,Binding assay,H,,IL27_NFKB1,2007
20889550,IL32,NFKB1,ChIP,H,,IL32_NFKB1,2010
20889550,IL32,NFKB1,Functional assay,H,A,IL32_NFKB1,2010
12516545,IL4,NFKB1,Binding assay,H,,IL4_NFKB1,2002
8135784,IL4,NFKB1,Binding assay,H,,IL4_NFKB1,1994
8524816,IL4,NFKB1,Binding assay,H,,IL4_NFKB1,1995
8135784,IL4,NFKB1,Functional assay,H,A,IL4_NFKB1,1994
8524816,IL4,NFKB1,Functional assay,H,R,IL4_NFKB1,1995
11327783,IL6,NFKB1,Binding assay,H,,IL6_NFKB1,2001
10903137,IL6,NFKB1,Binding assay,H,,IL6_NFKB1,2000
11120852,IL6,NFKB1,Binding assay,H,,IL6_NFKB1,2000
10469356,IL6,NFKB1,Binding assay,H,,IL6_NFKB1,1999
9516466,IL6,NFKB1,Binding assay,H,,IL6_NFKB1,1998
7499267,IL6,NFKB1,Binding assay,H,,IL6_NFKB1,1995
10975857,IL6,NFKB1,Binding assay,H,,IL6_NFKB1,2000
11459775,IL6,NFKB1,Binding assay,H,,IL6_NFKB1,2001
9199307,IL6,NFKB1,Binding assay,H,,IL6_NFKB1,1997
10329846,IL6,NFKB1,Binding assay,H,,IL6_NFKB1,1999
10569191,IL6,NFKB1,Binding assay,H,,IL6_NFKB1,1999
18942706,IL6,NFKB1,ChIP,H,,IL6_NFKB1,2009
24337575,IL6,NFKB1,ChIP,H,,IL6_NFKB1,2014
24676671,IL6,NFKB1,ChIP,H,,IL6_NFKB1,2014
20696864,IL6,NFKB1,ChIP,H,,IL6_NFKB1,2010
18942706,IL6,NFKB1,Functional assay,H,A,IL6_NFKB1,2009
11327783,IL6,NFKB1,Functional assay,H,A,IL6_NFKB1,2001
9516466,IL6,NFKB1,Functional assay,H,A,IL6_NFKB1,1998
8679226,IL6,NFKB1,Functional assay,H,A,IL6_NFKB1,1996
2405250,IL6,NFKB1,Functional assay,H,A,IL6_NFKB1,1990
18996370,IL6,NFKB1,Functional assay,H,A,IL6_NFKB1,2009
24664372,IL6,NFKB1,Functional assay,H,R,IL6_NFKB1,2014
8824277,IL6,NFKB1,Functional assay,H,A,IL6_NFKB1,1996
19387455,IL9,NFKB1,Binding assay,H,,IL9_NFKB1,2009
19387455,IL9,NFKB1,ChIP,H,,IL9_NFKB1,2009
11297551,TNF,NFKB1,Binding assay,H,,TNF_NFKB1,2001
10748079,TNF,NFKB1,Binding assay,H,,TNF_NFKB1,2000
10754326,TNF,NFKB1,Binding assay,H,,TNF_NFKB1,2000
10837498,TNF,NFKB1,Binding assay,H,,TNF_NFKB1,2000
12657243,TNF,NFKB1,Binding assay,H,,TNF_NFKB1,2002
11094063,TNF,NFKB1,Binding assay,H,,TNF_NFKB1,2000
1618817,TNF,NFKB1,Binding assay,H,,TNF_NFKB1,1992
24337575,TNF,NFKB1,ChIP,H,,TNF_NFKB1,2014
16483936,TNF,NFKB1,ChIP,H,,TNF_NFKB1,2006
14976218,TNF,NFKB1,ChIP,H,,TNF_NFKB1,2004
10748079,TNF,NFKB1,Functional assay,H,A,TNF_NFKB1,2000
8679226,TNF,NFKB1,Functional assay,H,A,TNF_NFKB1,1996
11094063,TNF,NFKB1,Functional assay,H,A,TNF_NFKB1,2000
20617556,TNF,NFKB1,Functional assay,H,R,TNF_NFKB1,2010
9211933,TNF,NFKB1,Binding assay,H,,TNF_NFKB1,1997
11544302,TNFSF10,NFKB1,Binding assay,H,,TNFSF10_NFKB1,2001
11544302,TNFSF10,NFKB1,Functional assay,H,A,TNFSF10_NFKB1,2001
16497967,TNFSF13B,NFKB1,Binding assay,H,,TNFSF13B_NFKB1,2006
23642711,TNFSF15,NFKB1,Binding assay,H,,TNFSF15_NFKB1,2013
23642711,TNFSF15,NFKB1,ChIP,H,,TNFSF15_NFKB1,2013
23642711,TNFSF15,NFKB1,Functional assay,H,R,TNFSF15_NFKB1,2013
17182562,CCL19,NFKB2,Binding assay,H,,CCL19_NFKB2,2007
12820969,CCL19,NFKB2,ChIP,H,,CCL19_NFKB2,2003
17182562,CCL19,NFKB2,Functional assay,H,A,CCL19_NFKB2,2007
19303953,CCL20,NFKB2,Binding assay,H,,CCL20_NFKB2,2009
12820969,CCL22,NFKB2,ChIP,H,,CCL22_NFKB2,2003
11259372,CCL5,NFKB2,Binding assay,H,,CCL5_NFKB2,2001
12388374,CCL5,NFKB2,Binding assay,H,,CCL5_NFKB2,2002
12820969,CCL5,NFKB2,ChIP,H,,CCL5_NFKB2,2003
8413215,CXCL8,NFKB2,Binding assay,H,,CXCL8_NFKB2,1993
22547704,IFNB1,NFKB2,ChIP,H,,IFNB1_NFKB2,2012
22547704,IFNB1,NFKB2,Functional assay,H,A,IFNB1_NFKB2,2012
17785777,IFNL1,NFKB2,Binding assay,H,,IFNL1_NFKB2,2007
17785777,IFNL3,NFKB2,Binding assay,H,,IFNL3_NFKB2,2007
19617351,IL21,NFKB2,Binding assay,H,,IL21_NFKB2,2009
19617351,IL21,NFKB2,ChIP,H,,IL21_NFKB2,2009
20889550,IL32,NFKB2,ChIP,H,,IL32_NFKB2,2010
16497967,TNFSF13B,NFKB2,Binding assay,H,,TNFSF13B_NFKB2,2006
16256199,IL10,NFYA,Binding assay,H,,IL10_NFYA,2006
7930616,IL4,NFYA,Binding assay,H,,IL4_NFYA,1994
16256199,IL10,NFYB,Binding assay,H,,IL10_NFYB,2006
7930616,IL4,NFYB,Binding assay,H,,IL4_NFYB,1994
16256199,IL10,NFYC,Binding assay,H,,IL10_NFYC,2006
26340924,CXCL8,NKRF,ChIP,H,,CXCL8_NKRF,2016
27032575,IL6,NKX6-1,ChIP,H,,IL6_NKX6-1,2016
27032575,IL6,NKX6-1,Functional assay,H,A,IL6_NKX6-1,2016
29429758,IL7,NR1H4,Functional assay,H,A,IL7_NR1H4,2018
29429758,IL7,NR1H4,ChIP,H,,IL7_NR1H4,2018
15531761,CCL11,NR3C1,ChIP,H,,CCL11_NR3C1,2005
27076634,CCL2,NR3C1,ChIP,H,,CCL2_NR3C1,2016
11509589,CSF2,NR3C1,Binding assay,H,,CSF2_NR3C1,2001
11509589,CSF2,NR3C1,Functional assay,H,R,CSF2_NR3C1,2001
15879558,CXCL8,NR3C1,ChIP,H,,CXCL8_NR3C1,2005
27371733,CXCL8,NR3C1,ChIP,H,,CXCL8_NR3C1,2016
18028994,IL13,NR3C1,Functional assay,H,R,IL13_NR3C1,2008
27076634,IL1A,NR3C1,ChIP,H,,IL1A_NR3C1,2016
27371733,IL1A,NR3C1,ChIP,H,,IL1A_NR3C1,2016
27371733,IL1B,NR3C1,ChIP,H,,IL1B_NR3C1,2016
10623828,IL4,NR3C1,Binding assay,H,,IL4_NR3C1,2000
10623828,IL4,NR3C1,Functional assay,H,R,IL4_NR3C1,2000
18028994,IL5,NR3C1,Binding assay,H,,IL5_NR3C1,2008
18028994,IL5,NR3C1,Functional assay,H,R,IL5_NR3C1,2008
27371733,IL6,NR3C1,ChIP,H,,IL6_NR3C1,2016
16873729,CCL2,NR4A1,Functional assay,H,R,CCL2_NR4A1,2006
16873729,CCL3,NR4A1,Functional assay,H,R,CCL3_NR4A1,2006
16873729,CCL4,NR4A1,Functional assay,H,R,CCL4_NR4A1,2006
16873729,CXCL8,NR4A1,Functional assay,H,R,CXCL8_NR4A1,2006
16873729,IL1B,NR4A1,Functional assay,H,R,IL1B_NR4A1,2006
16873729,IL6,NR4A1,Functional assay,H,R,IL6_NR4A1,2006
16873729,CCL2,NR4A2,Functional assay,H,R,CCL2_NR4A2,2006
26150530,CCL2,NR4A2,Functional assay,H,R,CCL2_NR4A2,2015
28167941,CCL2,NR4A2,Functional assay,H,R,CCL2_NR4A2,2017
26150530,CCL20,NR4A2,Functional assay,H,R,CCL20_NR4A2,2015
28167941,CCL20,NR4A2,Functional assay,H,A,CCL20_NR4A2,2017
16873729,CCL3,NR4A2,Functional assay,H,R,CCL3_NR4A2,2006
16873729,CCL4,NR4A2,Functional assay,H,R,CCL4_NR4A2,2006
16873729,CXCL8,NR4A2,Functional assay,H,R,CXCL8_NR4A2,2006
19732956,CXCL8,NR4A2,Functional assay,H,A,CXCL8_NR4A2,2009
16873729,IL1B,NR4A2,Functional assay,H,R,IL1B_NR4A2,2006
26150530,IL23A,NR4A2,Functional assay,H,R,IL23A_NR4A2,2015
16873729,IL6,NR4A2,Functional assay,H,R,IL6_NR4A2,2006
28167941,IL6,NR4A2,Functional assay,H,R,IL6_NR4A2,2017
26150530,TNF,NR4A2,Functional assay,H,R,TNF_NR4A2,2015
16873729,CCL2,NR4A3,Functional assay,H,R,CCL2_NR4A3,2006
26150530,CCL2,NR4A3,Functional assay,H,R,CCL2_NR4A3,2015
28167941,CCL2,NR4A3,Functional assay,H,R,CCL2_NR4A3,2017
28167941,CCL20,NR4A3,Functional assay,H,A,CCL20_NR4A3,2017
16873729,CCL3,NR4A3,Functional assay,H,R,CCL3_NR4A3,2006
16873729,CCL4,NR4A3,Functional assay,H,R,CCL4_NR4A3,2006
16873729,CXCL8,NR4A3,Functional assay,H,R,CXCL8_NR4A3,2006
16873729,IL1B,NR4A3,Functional assay,H,R,IL1B_NR4A3,2006
16873729,IL6,NR4A3,Functional assay,H,R,IL6_NR4A3,2006
28167941,IL6,NR4A3,Functional assay,H,R,IL6_NR4A3,2017
26150530,TNF,NR4A3,Functional assay,H,R,TNF_NR4A3,2015
28167941,TNF,NR4A3,Functional assay,H,R,TNF_NR4A3,2017
18172012,IL5,NSD2,ChIP,H,,IL5_NSD2,2008
18172012,IL5,NSD2,Functional assay,H,R,IL5_NSD2,2008
11112786,CXCL1,PARP1,Binding assay,H,,CXCL1_PARP1,2001
17177976,IFNG,PARP1,Binding assay,H,,IFNG_PARP1,2007
28219892,IL12B,PARP1,Binding assay,H,,IL12B_PARP1,2017
28219892,IL12B,PARP1,ChIP,H,,IL12B_PARP1,2017
28219892,IL12B,PARP1,Functional assay,H,A,IL12B_PARP1,2017
25613757,IL5,PAX2,ChIP,H,,IL5_PAX2,2015
25613757,IL5,PAX2,Functional assay,H,A,IL5_PAX2,2015
18093541,IL10,PBX1,Binding assay,H,,IL10_PBX1,2007
18093541,IL10,PBX1,Functional assay,H,A,IL10_PBX1,2007
21760952,CCL2,PBX2,ChIP,H,,CCL2_PBX2,2011
21760952,CCL2,PBX2,Functional assay,H,A,CCL2_PBX2,2011
12242290,IFNA11,PITX1,Functional assay,H,R,IFNA11_PITX1,2002
12242290,IFNA5,PITX1,Functional assay,H,R,IFNA5_PITX1,2002
27520585,CXCL6,PITX2,Functional assay,H,A,CXCL6_PITX2,2016
21760952,CCL2,PKNOX1,ChIP,H,,CCL2_PKNOX1,2011
21760952,CCL2,PKNOX1,Functional assay,H,A,CCL2_PKNOX1,2011
18093541,IL10,PKNOX1,Functional assay,H,A,IL10_PKNOX1,2007
12707271,CXCL8,POU2F1,Binding assay,H,,CXCL8_POU2F1,2003
8999951,CXCL8,POU2F1,Binding assay,H,,CXCL8_POU2F1,1997
8999951,CXCL8,POU2F1,Functional assay,H,R,CXCL8_POU2F1,1997
8660843,IL2,POU2F1,Binding assay,H,,IL2_POU2F1,1996
16498406,IL2,POU2F1,Binding assay,H,,IL2_POU2F1,2006
9047239,IL2,POU2F1,Binding assay,H,,IL2_POU2F1,1997
16498406,IL2,POU2F1,ChIP,H,,IL2_POU2F1,2006
11781715,IL2,POU2F1,Functional assay,H,A,IL2_POU2F1,2001
16498406,IL2,POU2F1,Functional assay,H,A,IL2_POU2F1,2006
8454603,IL3,POU2F1,Binding assay,H,,IL3_POU2F1,1993
9047239,IL3,POU2F1,Binding assay,H,,IL3_POU2F1,1997
16498406,IL3,POU2F1,ChIP,H,,IL3_POU2F1,2006
19804407,IL4,POU2F1,Binding assay,H,,IL4_POU2F1,2010
11781715,IL4,POU2F1,Functional assay,H,R,IL4_POU2F1,2001
10491186,IL5,POU2F1,Binding assay,H,,IL5_POU2F1,1999
10491186,IL5,POU2F1,Functional assay,H,A,IL5_POU2F1,1999
18356242,IL6,POU2F1,Binding assay,H,,IL6_POU2F1,2008
18356242,IL6,POU2F1,Functional assay,H,A,IL6_POU2F1,2008
21114628,CSF3,POU2F2,Functional assay,H,A,CSF3_POU2F2,2011
11781715,IL2,POU2F2,Functional assay,H,A,IL2_POU2F2,2001
8454603,IL3,POU2F2,Binding assay,H,,IL3_POU2F2,1993
