source,cytokine,tf,assay,species,function,interaction,year
11781715,IL4,POU2F2,Functional assay,H,R,IL4_POU2F2,2001
10491186,IL5,POU2F2,Binding assay,H,,IL5_POU2F2,1999
10491186,IL5,POU2F2,Functional assay,H,A,IL5_POU2F2,1999
16572457,IL1RN,PPARA,Binding assay,H,,IL1RN_PPARA,2006
10542237,IL6,PPARA,Functional assay,H,R,IL6_PPARA,1999
18007025,TGFB1,PPARD,Functional assay,H,A,TGFB1_PPARD,2008
15531761,CCL11,PPARG,ChIP,H,,CCL11_PPARG,2005
15531761,CCL11,PPARG,Functional assay,H,R,CCL11_PPARG,2005
19160541,IFNG,PPARG,Functional assay,H,R,IFNG_PPARG,2008
21846721,TNFSF10,PPARG,ChIP,H,,TNFSF10_PPARG,2011
21846721,TNFSF10,PPARG,Functional assay,H,A,TNFSF10_PPARG,2011
15494505,IFNB1,PRDM1,ChIP,H,,IFNB1_PRDM1,2004
19426980,CCL2,PREB,Binding assay,H,,CCL2_PREB,2009
19426980,CCL2,PREB,Functional assay,H,A,CCL2_PREB,2009
19160541,IFNG,PROX1,ChIP,H,,IFNG_PROX1,2008
19160541,IFNG,PROX1,Functional assay,H,R,IFNG_PROX1,2008
9516466,IL6,RBPJ,Binding assay,H,,IL6_RBPJ,1998
9199307,IL6,RBPJ,Binding assay,H,,IL6_RBPJ,1997
10329846,IL6,RBPJ,Binding assay,H,,IL6_RBPJ,1999
10373597,IL6,RBPJ,Binding assay,H,,IL6_RBPJ,1999
9516466,IL6,RBPJ,Functional assay,H,A,IL6_RBPJ,1998
9199307,IL6,RBPJ,Functional assay,H,R,IL6_RBPJ,1997
10373597,IL6,RBPJ,Functional assay,H,R,IL6_RBPJ,1999
12218154,CCL2,REL,Binding assay,H,,CCL2_REL,2002
10469356,CCL2,REL,Binding assay,H,,CCL2_REL,1999
10614622,CCL2,REL,Binding assay,H,,CCL2_REL,2000
9388261,CCL2,REL,Binding assay,H,,CCL2_REL,1997
11716760,CCL2,REL,Binding assay,H,,CCL2_REL,2001
20038977,CCL2,REL,ChIP,H,,CCL2_REL,2009
10469356,CCL2,REL,Functional assay,H,A,CCL2_REL,1999
9388261,CCL2,REL,Functional assay,H,A,CCL2_REL,1997
19324905,CCL20,REL,Binding assay,H,,CCL20_REL,2009
25264740,CCL3,REL,Functional assay,H,A,CCL3_REL,2014
25264740,CCL4,REL,Functional assay,H,A,CCL4_REL,2014
9120310,CCL5,REL,Binding assay,H,,CCL5_REL,1997
11259372,CCL5,REL,Binding assay,H,,CCL5_REL,2001
12820969,CCL5,REL,ChIP,H,,CCL5_REL,2003
9120310,CCL5,REL,Functional assay,H,A,CCL5_REL,1997
11418664,CSF2,REL,Binding assay,H,,CSF2_REL,2001
8934574,CSF2,REL,Binding assay,H,,CSF2_REL,1996
8934574,CSF2,REL,Functional assay,H,A,CSF2_REL,1996
15722553,CXCL2,REL,ChIP,H,,CXCL2_REL,2005
8413215,CXCL8,REL,Binding assay,H,,CXCL8_REL,1993
9388261,CXCL8,REL,Binding assay,H,,CXCL8_REL,1997
16418726,CXCL8,REL,Binding assay,H,,CXCL8_REL,2006
10928981,CXCL8,REL,Binding assay,H,,CXCL8_REL,2000
7876168,CXCL8,REL,Binding assay,H,,CXCL8_REL,1995
18034886,CXCL8,REL,Binding assay,H,,CXCL8_REL,2007
11716760,CXCL8,REL,Binding assay,H,,CXCL8_REL,2001
8035474,IFNB1,REL,Binding assay,H,,IFNB1_REL,1994
20855868,IFNB1,REL,Binding assay,H,,IFNB1_REL,2010
15699120,IFNB1,REL,Binding assay,H,,IFNB1_REL,2005
8035474,IFNB1,REL,Functional assay,H,A,IFNB1_REL,1994
23195252,IFNG,REL,Functional assay,H,A,IFNG_REL,2013
9374532,IFNG,REL,Functional assay,H,A,IFNG_REL,1997
19570999,IFNL1,REL,Functional assay,H,A,IFNL1_REL,2009
20876114,IL12A,REL,ChIP,H,,IL12A_REL,2010
19122653,IL12A,REL,ChIP,H,,IL12A_REL,2009
12820969,IL12A,REL,ChIP,H,,IL12A_REL,2003
21402701,IL12A,REL,ChIP,H,,IL12A_REL,2011
21402701,IL12A,REL,Functional assay,H,A,IL12A_REL,2011
14976188,IL12B,REL,Binding assay,H,,IL12B_REL,2004
15270850,IL12B,REL,Binding assay,H,,IL12B_REL,2004
9808189,IL12B,REL,Binding assay,H,,IL12B_REL,1998
20876114,IL12B,REL,ChIP,H,,IL12B_REL,2010
15482860,IL12B,REL,Functional assay,H,A,IL12B_REL,2004
23195252,IL1A,REL,Functional assay,H,A,IL1A_REL,2013
8413223,IL1B,REL,Binding assay,H,,IL1B_REL,1993
19122653,IL1B,REL,ChIP,H,,IL1B_REL,2009
8413223,IL1B,REL,Functional assay,H,A,IL1B_REL,1993
23195252,IL1B,REL,Functional assay,H,A,IL1B_REL,2013
9233628,IL2,REL,Binding assay,H,,IL2_REL,1997
8814256,IL2,REL,Binding assay,H,,IL2_REL,1996
8920856,IL2,REL,Binding assay,H,,IL2_REL,1996
7623820,IL2,REL,Binding assay,H,,IL2_REL,1995
7744006,IL2,REL,Binding assay,H,,IL2_REL,1995
8934574,IL2,REL,Binding assay,H,,IL2_REL,1996
21890374,IL2,REL,ChIP,H,,IL2_REL,2011
27898347,IL2,REL,ChIP,H,,IL2_REL,2017
21890374,IL2,REL,Functional assay,H,A,IL2_REL,2011
7623820,IL2,REL,Functional assay,H,A,IL2_REL,1995
8934574,IL2,REL,Functional assay,H,A,IL2_REL,1996
20876114,IL23A,REL,ChIP,H,,IL23A_REL,2010
19122653,IL23A,REL,ChIP,H,,IL23A_REL,2009
21402701,IL23A,REL,ChIP,H,,IL23A_REL,2011
21402701,IL23A,REL,Functional assay,H,A,IL23A_REL,2011
21890374,IL4,REL,ChIP,H,,IL4_REL,2011
21890374,IL4,REL,Functional assay,H,A,IL4_REL,2011
15048722,IL4,REL,Functional assay,H,A,IL4_REL,2004
1372388,IL6,REL,Binding assay,H,,IL6_REL,1992
19122653,IL6,REL,ChIP,H,,IL6_REL,2009
1372388,IL6,REL,Functional assay,H,R,IL6_REL,1992
23195252,TGFB1,REL,Functional assay,H,A,TGFB1_REL,2013
23195252,TNF,REL,Functional assay,H,A,TNF_REL,2013
11544302,TNFSF10,REL,Binding assay,H,,TNFSF10_REL,2001
27132513,TNFSF10,REL,ChIP,H,,TNFSF10_REL,2016
11544302,TNFSF10,REL,Functional assay,H,A,TNFSF10_REL,2001
16497967,TNFSF13B,REL,Binding assay,H,,TNFSF13B_REL,2006
17567982,TNFSF13B,REL,Binding assay,H,,TNFSF13B_REL,2007
17567982,TNFSF13B,REL,ChIP,H,,TNFSF13B_REL,2007
16497967,TNFSF13B,REL,Functional assay,H,A,TNFSF13B_REL,2006
17567982,TNFSF13B,REL,Functional assay,H,A,TNFSF13B_REL,2007
14660485,CCL11,RELA,Binding assay,H,,CCL11_RELA,2004
10586089,CCL11,RELA,Binding assay,H,,CCL11_RELA,1999
11076795,CCL11,RELA,Binding assay,H,,CCL11_RELA,2000
15972682,CCL11,RELA,Binding assay,H,,CCL11_RELA,2005
15972682,CCL11,RELA,ChIP,H,,CCL11_RELA,2005
15531761,CCL11,RELA,ChIP,H,,CCL11_RELA,2005
11076795,CCL11,RELA,Functional assay,H,A,CCL11_RELA,2000
15972682,CCL11,RELA,Functional assay,H,A,CCL11_RELA,2005
16364464,CCL15,RELA,Binding assay,H,,CCL15_RELA,2005
16364464,CCL15,RELA,ChIP,H,,CCL15_RELA,2005
16364464,CCL15,RELA,Functional assay,H,A,CCL15_RELA,2005
19122653,CCL17,RELA,Functional assay,H,R,CCL17_RELA,2009
17182562,CCL19,RELA,Binding assay,H,,CCL19_RELA,2007
25656506,CCL19,RELA,ChIP,H,,CCL19_RELA,2015
12820969,CCL19,RELA,ChIP,H,,CCL19_RELA,2003
17182562,CCL19,RELA,Functional assay,H,A,CCL19_RELA,2007
25656506,CCL19,RELA,Functional assay,H,A,CCL19_RELA,2015
17452470,CCL2,RELA,Binding assay,H,,CCL2_RELA,2007
12218154,CCL2,RELA,Binding assay,H,,CCL2_RELA,2002
10644332,CCL2,RELA,Binding assay,H,,CCL2_RELA,2000
10744656,CCL2,RELA,Binding assay,H,,CCL2_RELA,2000
10469356,CCL2,RELA,Binding assay,H,,CCL2_RELA,1999
17932106,CCL2,RELA,Binding assay,H,,CCL2_RELA,2008
10614622,CCL2,RELA,Binding assay,H,,CCL2_RELA,2000
9388261,CCL2,RELA,Binding assay,H,,CCL2_RELA,1997
16325549,CCL2,RELA,Binding assay,H,,CCL2_RELA,2005
10987310,CCL2,RELA,Binding assay,H,,CCL2_RELA,2000
18353872,CCL2,RELA,Binding assay,H,,CCL2_RELA,2008
11716760,CCL2,RELA,Binding assay,H,,CCL2_RELA,2001
23583295,CCL2,RELA,ChIP,H,,CCL2_RELA,2013
17932106,CCL2,RELA,ChIP,H,,CCL2_RELA,2008
27076634,CCL2,RELA,ChIP,H,,CCL2_RELA,2016
24337575,CCL2,RELA,ChIP,H,,CCL2_RELA,2014
20038977,CCL2,RELA,ChIP,H,,CCL2_RELA,2009
16829531,CCL2,RELA,ChIP,H,,CCL2_RELA,2006
23198981,CCL2,RELA,ChIP,H,,CCL2_RELA,2012
14976218,CCL2,RELA,ChIP,H,,CCL2_RELA,2004
24634218,CCL2,RELA,ChIP,H,,CCL2_RELA,2014
17452470,CCL2,RELA,Functional assay,H,A,CCL2_RELA,2007
10469356,CCL2,RELA,Functional assay,H,A,CCL2_RELA,1999
24337575,CCL2,RELA,Functional assay,H,A,CCL2_RELA,2014
9388261,CCL2,RELA,Functional assay,H,A,CCL2_RELA,1997
23583295,CCL2,RELA,Functional assay,H,A,CCL2_RELA,2013
16325549,CCL2,RELA,Functional assay,H,A,CCL2_RELA,2005
23198981,CCL2,RELA,Functional assay,H,A,CCL2_RELA,2012
18353872,CCL2,RELA,Functional assay,H,A,CCL2_RELA,2008
26150530,CCL2,RELA,Functional assay,H,A,CCL2_RELA,2015
19303953,CCL20,RELA,Binding assay,H,,CCL20_RELA,2009
11749970,CCL20,RELA,Binding assay,H,,CCL20_RELA,2001
21852561,CCL20,RELA,Binding assay,H,,CCL20_RELA,2011
22240809,CCL20,RELA,ChIP,H,,CCL20_RELA,2012
21852561,CCL20,RELA,ChIP,H,,CCL20_RELA,2011
11749970,CCL20,RELA,Functional assay,H,A,CCL20_RELA,2001
21852561,CCL20,RELA,Functional assay,H,A,CCL20_RELA,2011
19324905,CCL20,RELA,Binding assay,H,,CCL20_RELA,2009
26150530,CCL20,RELA,ChIP,H,,CCL20_RELA,2015
26150530,CCL20,RELA,Functional assay,H,A,CCL20_RELA,2015
12820969,CCL22,RELA,ChIP,H,,CCL22_RELA,2003
19122653,CCL22,RELA,Functional assay,H,R,CCL22_RELA,2009
11716760,CCL3,RELA,Binding assay,H,,CCL3_RELA,2001
17707233,CCL3,RELA,ChIP,H,,CCL3_RELA,2007
23233369,CCL3,RELA,Functional assay,H,A,CCL3_RELA,2014
22030901,CCL4,RELA,ChIP,H,,CCL4_RELA,2012
12122011,CCL5,RELA,Binding assay,H,,CCL5_RELA,2002
11413310,CCL5,RELA,Binding assay,H,,CCL5_RELA,2001
9120310,CCL5,RELA,Binding assay,H,,CCL5_RELA,1997
17510282,CCL5,RELA,Binding assay,H,,CCL5_RELA,2007
11259372,CCL5,RELA,Binding assay,H,,CCL5_RELA,2001
15144466,CCL5,RELA,Binding assay,H,,CCL5_RELA,2004
12388374,CCL5,RELA,Binding assay,H,,CCL5_RELA,2002
18502824,CCL5,RELA,ChIP,H,,CCL5_RELA,2008
18525004,CCL5,RELA,ChIP,H,,CCL5_RELA,2008
17510282,CCL5,RELA,ChIP,H,,CCL5_RELA,2007
21189258,CCL5,RELA,ChIP,H,,CCL5_RELA,2011
26096887,CCL5,RELA,ChIP,H,,CCL5_RELA,2015
25523420,CCL5,RELA,ChIP,H,,CCL5_RELA,2015
22030901,CCL5,RELA,ChIP,H,,CCL5_RELA,2012
12820969,CCL5,RELA,ChIP,H,,CCL5_RELA,2003
12050170,CCL5,RELA,Functional assay,H,A,CCL5_RELA,2002
9120310,CCL5,RELA,Functional assay,H,A,CCL5_RELA,1997
18525004,CCL5,RELA,Functional assay,H,A,CCL5_RELA,2008
17510282,CCL5,RELA,Functional assay,H,A,CCL5_RELA,2007
25523420,CCL5,RELA,Functional assay,H,A,CCL5_RELA,2015
15144466,CCL5,RELA,Functional assay,H,A,CCL5_RELA,2004
9670982,CCL5,RELA,Binding assay,H,,CCL5_RELA,1998
15117956,CCL5,RELA,Binding assay,H,,CCL5_RELA,2004
9670982,CCL5,RELA,Functional assay,H,A,CCL5_RELA,1998
15117956,CCL5,RELA,Functional assay,H,A,CCL5_RELA,2004
11418664,CSF2,RELA,Binding assay,H,,CSF2_RELA,2001
9190901,CSF2,RELA,Binding assay,H,,CSF2_RELA,1997
8934574,CSF2,RELA,Binding assay,H,,CSF2_RELA,1996
18230685,CSF2,RELA,ChIP,H,,CSF2_RELA,2008
9190901,CSF2,RELA,Functional assay,H,A,CSF2_RELA,1997
7513199,CSF3,RELA,Binding assay,H,,CSF3_RELA,1994
7513199,CSF3,RELA,Functional assay,H,A,CSF3_RELA,1994
18436581,CX3CL1,RELA,Binding assay,H,,CX3CL1_RELA,2008
25040843,CX3CL1,RELA,ChIP,H,,CX3CL1_RELA,2014
18230685,CX3CL1,RELA,ChIP,H,,CX3CL1_RELA,2008
25040843,CX3CL1,RELA,Functional assay,H,A,CX3CL1_RELA,2014
16617094,CXCL1,RELA,ChIP,H,,CXCL1_RELA,2006
25734337,CXCL1,RELA,ChIP,H,,CXCL1_RELA,2015
16799643,CXCL1,RELA,ChIP,H,,CXCL1_RELA,2006
24701034,CXCL10,RELA,Binding assay,H,,CXCL10_RELA,2014
20164184,CXCL10,RELA,Binding assay,H,,CXCL10_RELA,2010
19342664,CXCL10,RELA,Binding assay,H,,CXCL10_RELA,2009
16253303,CXCL10,RELA,Binding assay,H,,CXCL10_RELA,2006
24701034,CXCL10,RELA,ChIP,H,,CXCL10_RELA,2014
20164184,CXCL10,RELA,ChIP,H,,CXCL10_RELA,2010
25199798,CXCL10,RELA,ChIP,H,,CXCL10_RELA,2015
20833730,CXCL10,RELA,ChIP,H,,CXCL10_RELA,2010
22030901,CXCL10,RELA,ChIP,H,,CXCL10_RELA,2012
24701034,CXCL10,RELA,Functional assay,H,A,CXCL10_RELA,2014
20164184,CXCL10,RELA,Functional assay,H,A,CXCL10_RELA,2010
19479051,CXCL10,RELA,Functional assay,H,A,CXCL10_RELA,2009
26901772,CXCL11,RELA,ChIP,H,,CXCL11_RELA,2016
17202361,CXCL11,RELA,ChIP,H,,CXCL11_RELA,2007
26901772,CXCL11,RELA,Functional assay,H,A,CXCL11_RELA,2016
15722553,CXCL2,RELA,Binding assay,H,,CXCL2_RELA,2005
17363596,CXCL2,RELA,Binding assay,H,,CXCL2_RELA,2007
27076634,CXCL2,RELA,ChIP,H,,CXCL2_RELA,2016
18362169,CXCL2,RELA,ChIP,H,,CXCL2_RELA,2008
17363596,CXCL2,RELA,ChIP,H,,CXCL2_RELA,2007
24634218,CXCL2,RELA,ChIP,H,,CXCL2_RELA,2014
15722553,CXCL2,RELA,Functional assay,H,A,CXCL2_RELA,2005
18362169,CXCL2,RELA,Functional assay,H,A,CXCL2_RELA,2008
15722553,CXCL3,RELA,Binding assay,H,,CXCL3_RELA,2005
15722553,CXCL3,RELA,ChIP,H,,CXCL3_RELA,2005
15722553,CXCL3,RELA,Functional assay,H,A,CXCL3_RELA,2005
11559712,CXCL5,RELA,Binding assay,H,,CXCL5_RELA,2001
24337575,CXCL5,RELA,ChIP,H,,CXCL5_RELA,2014
24337575,CXCL5,RELA,Functional assay,H,A,CXCL5_RELA,2014
11559712,CXCL5,RELA,Functional assay,H,A,CXCL5_RELA,2001
12707271,CXCL8,RELA,Binding assay,H,,CXCL8_RELA,2003
12218154,CXCL8,RELA,Binding assay,H,,CXCL8_RELA,2002
11120852,CXCL8,RELA,Binding assay,H,,CXCL8_RELA,2000
10477716,CXCL8,RELA,Binding assay,H,,CXCL8_RELA,1999
8413215,CXCL8,RELA,Binding assay,H,,CXCL8_RELA,1993
16553947,CXCL8,RELA,Binding assay,H,,CXCL8_RELA,2006
17586662,CXCL8,RELA,Binding assay,H,,CXCL8_RELA,2007
12748173,CXCL8,RELA,Binding assay,H,,CXCL8_RELA,2003
9388261,CXCL8,RELA,Binding assay,H,,CXCL8_RELA,1997
10975857,CXCL8,RELA,Binding assay,H,,CXCL8_RELA,2000
16418726,CXCL8,RELA,Binding assay,H,,CXCL8_RELA,2006
15057743,CXCL8,RELA,Binding assay,H,,CXCL8_RELA,2004
10969814,CXCL8,RELA,Binding assay,H,,CXCL8_RELA,2000
16325549,CXCL8,RELA,Binding assay,H,,CXCL8_RELA,2005
15005855,CXCL8,RELA,Binding assay,H,,CXCL8_RELA,2004
11864912,CXCL8,RELA,Binding assay,H,,CXCL8_RELA,2002
11973337,CXCL8,RELA,Binding assay,H,,CXCL8_RELA,2002
10202011,CXCL8,RELA,Binding assay,H,,CXCL8_RELA,1999
10928981,CXCL8,RELA,Binding assay,H,,CXCL8_RELA,2000
7876168,CXCL8,RELA,Binding assay,H,,CXCL8_RELA,1995
18723827,CXCL8,RELA,Binding assay,H,,CXCL8_RELA,2008
17565687,CXCL8,RELA,Binding assay,H,,CXCL8_RELA,2007
18034886,CXCL8,RELA,Binding assay,H,,CXCL8_RELA,2007
11716760,CXCL8,RELA,Binding assay,H,,CXCL8_RELA,2001
10745031,CXCL8,RELA,Binding assay,H,,CXCL8_RELA,2000
22891766,CXCL8,RELA,ChIP,H,,CXCL8_RELA,2012
19837667,CXCL8,RELA,ChIP,H,,CXCL8_RELA,2009
16105834,CXCL8,RELA,ChIP,H,,CXCL8_RELA,2005
27856305,CXCL8,RELA,ChIP,H,,CXCL8_RELA,2017
17932106,CXCL8,RELA,ChIP,H,,CXCL8_RELA,2008
24048734,CXCL8,RELA,ChIP,H,,CXCL8_RELA,2014
19734226,CXCL8,RELA,ChIP,H,,CXCL8_RELA,2009
27076634,CXCL8,RELA,ChIP,H,,CXCL8_RELA,2016
24337575,CXCL8,RELA,ChIP,H,,CXCL8_RELA,2014
20696864,CXCL8,RELA,ChIP,H,,CXCL8_RELA,2010
20038977,CXCL8,RELA,ChIP,H,,CXCL8_RELA,2009
18362169,CXCL8,RELA,ChIP,H,,CXCL8_RELA,2008
17586662,CXCL8,RELA,ChIP,H,,CXCL8_RELA,2007
16818736,CXCL8,RELA,ChIP,H,,CXCL8_RELA,2006
23386688,CXCL8,RELA,ChIP,H,,CXCL8_RELA,2013
26618242,CXCL8,RELA,ChIP,H,,CXCL8_RELA,2016
19966855,CXCL8,RELA,ChIP,H,,CXCL8_RELA,2010
16829531,CXCL8,RELA,ChIP,H,,CXCL8_RELA,2006
19173296,CXCL8,RELA,ChIP,H,,CXCL8_RELA,2009
17362989,CXCL8,RELA,ChIP,H,,CXCL8_RELA,2007
15879558,CXCL8,RELA,ChIP,H,,CXCL8_RELA,2005
28283022,CXCL8,RELA,ChIP,H,,CXCL8_RELA,2017
27371733,CXCL8,RELA,ChIP,H,,CXCL8_RELA,2016
21665565,CXCL8,RELA,ChIP,H,,CXCL8_RELA,2011
16455661,CXCL8,RELA,ChIP,H,,CXCL8_RELA,2006
26340924,CXCL8,RELA,ChIP,H,,CXCL8_RELA,2016
24770886,CXCL8,RELA,ChIP,H,,CXCL8_RELA,2014
14645117,CXCL8,RELA,ChIP,H,,CXCL8_RELA,2004
18309103,CXCL8,RELA,ChIP,H,,CXCL8_RELA,2008
15531761,CXCL8,RELA,ChIP,H,,CXCL8_RELA,2005
18045535,CXCL8,RELA,ChIP,H,,CXCL8_RELA,2007
24634218,CXCL8,RELA,ChIP,H,,CXCL8_RELA,2014
21131967,CXCL8,RELA,ChIP,H,,CXCL8_RELA,2011
12820969,CXCL8,RELA,ChIP,H,,CXCL8_RELA,2003
22891766,CXCL8,RELA,Functional assay,H,A,CXCL8_RELA,2012
19837667,CXCL8,RELA,Functional assay,H,A,CXCL8_RELA,2009
14670967,CXCL8,RELA,Functional assay,H,A,CXCL8_RELA,2004
12707271,CXCL8,RELA,Functional assay,H,A,CXCL8_RELA,2003
8413215,CXCL8,RELA,Functional assay,H,A,CXCL8_RELA,1993
27856305,CXCL8,RELA,Functional assay,H,A,CXCL8_RELA,2017
15722553,CXCL8,RELA,Functional assay,H,A,CXCL8_RELA,2005
24337575,CXCL8,RELA,Functional assay,H,A,CXCL8_RELA,2014
20038977,CXCL8,RELA,Functional assay,H,A,CXCL8_RELA,2009
12748173,CXCL8,RELA,Functional assay,H,A,CXCL8_RELA,2003
23386688,CXCL8,RELA,Functional assay,H,A,CXCL8_RELA,2013
19173296,CXCL8,RELA,Functional assay,H,A,CXCL8_RELA,2009
16418726,CXCL8,RELA,Functional assay,H,A,CXCL8_RELA,2006
15057743,CXCL8,RELA,Functional assay,H,A,CXCL8_RELA,2004
16325549,CXCL8,RELA,Functional assay,H,A,CXCL8_RELA,2005
15005855,CXCL8,RELA,Functional assay,H,A,CXCL8_RELA,2004
11973337,CXCL8,RELA,Functional assay,H,A,CXCL8_RELA,2002
10202011,CXCL8,RELA,Functional assay,H,A,CXCL8_RELA,1999
28283022,CXCL8,RELA,Functional assay,H,A,CXCL8_RELA,2017
21665565,CXCL8,RELA,Functional assay,H,A,CXCL8_RELA,2011
20194077,CXCL8,RELA,Functional assay,H,A,CXCL8_RELA,2010
18723827,CXCL8,RELA,Functional assay,H,A,CXCL8_RELA,2008
18669446,CXCL8,RELA,Functional assay,H,A,CXCL8_RELA,2008
12883201,CXCL8,RELA,Functional assay,H,A,CXCL8_RELA,2003
11418672,CXCL8,RELA,Binding assay,H,,CXCL8_RELA,2001
19732956,CXCL8,RELA,Binding assay,H,,CXCL8_RELA,2009
11418672,CXCL8,RELA,Functional assay,H,A,CXCL8_RELA,2001
19732956,CXCL8,RELA,Functional assay,H,A,CXCL8_RELA,2009
19157479,CXCL9,RELA,Binding assay,H,,CXCL9_RELA,2009
19157479,CXCL9,RELA,ChIP,H,,CXCL9_RELA,2009
19157479,CXCL9,RELA,Functional assay,H,A,CXCL9_RELA,2009
19556516,EBI3,RELA,ChIP,H,,EBI3_RELA,2009
10074115,IFNB1,RELA,Binding assay,H,,IFNB1_RELA,1999
8035474,IFNB1,RELA,Binding assay,H,,IFNB1_RELA,1994
10848607,IFNB1,RELA,Binding assay,H,,IFNB1_RELA,2000
20855868,IFNB1,RELA,Binding assay,H,,IFNB1_RELA,2010
15699120,IFNB1,RELA,Binding assay,H,,IFNB1_RELA,2005
22547704,IFNB1,RELA,ChIP,H,,IFNB1_RELA,2012
19570999,IFNB1,RELA,ChIP,H,,IFNB1_RELA,2009
10848607,IFNB1,RELA,ChIP,H,,IFNB1_RELA,2000
20855868,IFNB1,RELA,ChIP,H,,IFNB1_RELA,2010
17785777,IFNB1,RELA,Functional assay,H,A,IFNB1_RELA,2007
10074115,IFNB1,RELA,Functional assay,H,A,IFNB1_RELA,1999
8035474,IFNB1,RELA,Functional assay,H,A,IFNB1_RELA,1994
20855868,IFNB1,RELA,Functional assay,H,A,IFNB1_RELA,2010
8374955,IFNB1,RELA,Functional assay,H,A,IFNB1_RELA,1993
19732956,IFNG,RELA,Binding assay,H,,IFNG_RELA,2009
10227974,IFNG,RELA,Binding assay,H,,IFNG_RELA,1999
9374532,IFNG,RELA,Binding assay,H,,IFNG_RELA,1997
12759422,IFNG,RELA,Binding assay,H,,IFNG_RELA,2003
23195252,IFNG,RELA,Functional assay,H,A,IFNG_RELA,2013
9374532,IFNG,RELA,Functional assay,H,A,IFNG_RELA,1997
17785777,IFNL1,RELA,Binding assay,H,,IFNL1_RELA,2007
19570999,IFNL1,RELA,Binding assay,H,,IFNL1_RELA,2009
19570999,IFNL1,RELA,ChIP,H,,IFNL1_RELA,2009
19570999,IFNL1,RELA,Functional assay,H,A,IFNL1_RELA,2009
17785777,IFNL3,RELA,Binding assay,H,,IFNL3_RELA,2007
17785777,IFNL3,RELA,Functional assay,H,A,IFNL3_RELA,2007
9310124,IL10,RELA,Binding assay,H,,IL10_RELA,1997
19122653,IL10,RELA,ChIP,H,,IL10_RELA,2009
20876114,IL12A,RELA,ChIP,H,,IL12A_RELA,2010
19122653,IL12A,RELA,ChIP,H,,IL12A_RELA,2009
19164128,IL12A,RELA,ChIP,H,,IL12A_RELA,2009
14688340,IL12B,RELA,Binding assay,H,,IL12B_RELA,2004
14976188,IL12B,RELA,Binding assay,H,,IL12B_RELA,2004
15270850,IL12B,RELA,Binding assay,H,,IL12B_RELA,2004
10657616,IL12B,RELA,Binding assay,H,,IL12B_RELA,2000
9808189,IL12B,RELA,Binding assay,H,,IL12B_RELA,1998
20876114,IL12B,RELA,ChIP,H,,IL12B_RELA,2010
24012417,IL12B,RELA,ChIP,H,,IL12B_RELA,2013
19122653,IL12B,RELA,ChIP,H,,IL12B_RELA,2009
12820969,IL12B,RELA,ChIP,H,,IL12B_RELA,2003
14688340,IL12B,RELA,Functional assay,H,A,IL12B_RELA,2004
19122653,IL12B,RELA,Functional assay,H,A,IL12B_RELA,2009
17161467,IL17A,RELA,Binding assay,H,,IL17A_RELA,2007
21628458,IL17C,RELA,Binding assay,H,,IL17C_RELA,2011
21628458,IL17C,RELA,Functional assay,H,A,IL17C_RELA,2011
17399992,IL18,RELA,Binding assay,H,,IL18_RELA,2007
18539194,IL19,RELA,Functional assay,H,A,IL19_RELA,2008
27076634,IL1A,RELA,ChIP,H,,IL1A_RELA,2016
27371733,IL1A,RELA,ChIP,H,,IL1A_RELA,2016
21131967,IL1A,RELA,ChIP,H,,IL1A_RELA,2011
23195252,IL1A,RELA,Functional assay,H,A,IL1A_RELA,2013
9878621,IL1B,RELA,Binding assay,H,,IL1B_RELA,1998
8021507,IL1B,RELA,Binding assay,H,,IL1B_RELA,1994
8413223,IL1B,RELA,Binding assay,H,,IL1B_RELA,1993
10080875,IL1B,RELA,Binding assay,H,,IL1B_RELA,1999
17707233,IL1B,RELA,ChIP,H,,IL1B_RELA,2007
20696864,IL1B,RELA,ChIP,H,,IL1B_RELA,2010
27371733,IL1B,RELA,ChIP,H,,IL1B_RELA,2016
24908318,IL1B,RELA,ChIP,H,,IL1B_RELA,2014
15972680,IL1B,RELA,ChIP,H,,IL1B_RELA,2005
14960579,IL1B,RELA,Functional assay,H,A,IL1B_RELA,2004
9878621,IL1B,RELA,Functional assay,H,A,IL1B_RELA,1998
8679226,IL1B,RELA,Functional assay,H,A,IL1B_RELA,1996
8021507,IL1B,RELA,Functional assay,H,A,IL1B_RELA,1994
8413223,IL1B,RELA,Functional assay,H,A,IL1B_RELA,1993
23195252,IL1B,RELA,Functional assay,H,A,IL1B_RELA,2013
10080875,IL1B,RELA,Functional assay,H,A,IL1B_RELA,1999
19122653,IL1B,RELA,Functional assay,H,A,IL1B_RELA,2009
16553947,IL1RN,RELA,Binding assay,H,,IL1RN_RELA,2006
9185517,IL1RN,RELA,Binding assay,H,,IL1RN_RELA,1997
20032313,IL1RN,RELA,ChIP,H,,IL1RN_RELA,2010
9185517,IL1RN,RELA,Functional assay,H,A,IL1RN_RELA,1997
9233628,IL2,RELA,Binding assay,H,,IL2_RELA,1997
8814256,IL2,RELA,Binding assay,H,,IL2_RELA,1996
7623820,IL2,RELA,Binding assay,H,,IL2_RELA,1995
17179947,IL2,RELA,Binding assay,H,,IL2_RELA,2007
8934574,IL2,RELA,Binding assay,H,,IL2_RELA,1996
18045535,IL2,RELA,ChIP,H,,IL2_RELA,2007
12027419,IL2,RELA,Functional assay,H,A,IL2_RELA,2002
